Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Service_Unit_Name,Service_Unit_Definition,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-SC-010-01-02,CAT-SC-010,CAT-SC-010,Media Asset Management Services,"Ingest, tag, and organize media files in digital asset systems so content is searchable, retrievable, and correctly versioned. The primary frontline role is a Media Asset Coordinator. SLAs typically include ingestion turnaround time, metadata accuracy, and retrieval/error rates.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-010-01-03,CAT-SC-010,CAT-SC-010,Rights & Royalties Administration Support,"Support rights and royalties workflows including contract metadata tracking, usage reporting prep, and payment calculation support. The primary frontline role is a Rights Administrator. SLAs include reporting timeliness, accuracy, and compliance with contract terms.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-010-01-04,CAT-SC-010,CAT-SC-010,Rights & Royalty Administration Services,"Administer rights and royalty workflows by tracking usage, calculating royalties per contract terms, and supporting payment/dispute processes. The primary frontline role is a Royalty Administrator. SLAs commonly include calculation accuracy, payment timeliness, and dispute resolution turnaround time.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-011-01-01,CAT-SC-011,CAT-SC-011,Order Entry & Sales Order Management,"Manage order intake, validation, order entry, changes/cancellations, and coordination with warehouse/transport to meet customer promise dates. Primary frontline role is an Order Management Specialist. Output unit is an order processed; SLAs include order cycle time, accuracy, and on-time confirmation.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-011-01-02,CAT-SC-011,CAT-SC-011,Returns Processing & Reverse Logistics Operations,"Process returns authorizations, coordinate reverse logistics, inspect/grade returns, and trigger refunds/restocking per policy. Primary frontline role is a Reverse Logistics Coordinator. Output unit is a return processed; SLAs include turnaround time, accuracy of disposition, and refund cycle time.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-012-01-01,CAT-SC-012,CAT-SC-012,Artwork Proofing & Packaging Compliance Support,"Manage packaging artwork proofing, label compliance checks, and regulatory content verification with approval routing and version control. Primary frontline role is a Packaging Compliance Coordinator. Output unit is a proof approved; SLAs include cycle time and compliance defect rate.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-012-01-02,CAT-SC-012,CAT-SC-012,Co-Packing & Kitting Services,"Execute co-packing, kitting, bundling, and labeling workflows for retail-ready or promotional configurations, including QC and traceability. Primary frontline role is a Packaging Associate. Output unit is a kit assembled; SLAs include accuracy, throughput, and damage/defect rate.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-013-01-01,CAT-SC-013,CAT-SC-013,Citizen Inquiry & Contact Center Support,"Provide contact center support for citizens asking about programs, services, and case statuses across phone and digital channels. The primary frontline role is a Citizen Support Representative. SLAs typically include response time, first-contact resolution, and accessibility/compliance standards where applicable.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-013-01-02,CAT-SC-013,CAT-SC-013,Government Program Administration Support,"Support public sector program operations including application processing, eligibility verification, case management, and reporting workflows. The primary frontline role is a Program Operations Associate. SLAs include processing timeliness, accuracy, and compliance to policy.",Async,T&M,Hour,Warehouse Operations Manager,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-013-01-03,CAT-SC-013,CAT-SC-013,Government Program Application Processing,"Process applications for government programs by validating eligibility, entering data, requesting documentation, and updating case statuses. The primary frontline role is a Program Processing Clerk. SLAs commonly include application cycle time, accuracy, and backlog reduction targets.",Async,T&M,Hour,Returns_Processing,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-013-01-04,CAT-SC-013,CAT-SC-013,Public Sector Procurement & Contracting Support,"Support government procurement workflows including bid admin, vendor documentation handling, compliance checks, and contract file management. The primary frontline role is a Contracting Specialist. SLAs include bid cycle timeliness, documentation completeness, and audit readiness.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-014-01-01,CAT-SC-014,CAT-SC-014,Quality Control & Inspection Services,"Inspect materials and finished goods against specifications using defined inspection plans and record results in quality systems. The primary frontline role is a Quality Control Inspector. SLAs typically include inspection throughput, defect capture accuracy, and documentation completeness.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-014-01-02,CAT-SC-014,CAT-SC-014,Quality Inspection & Testing Services,"Provide inspection and testing services for incoming, in-process, and final goods to ensure compliance with specifications. The primary frontline role is a Quality Inspector. SLAs include inspection turnaround, defect detection rates, and documentation accuracy.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-014-01-03,CAT-SC-014,CAT-SC-014,Supplier Quality & Incoming Inspection,"Perform supplier quality and incoming inspection workflows, including sampling, nonconformance logging, and supplier corrective action support. The primary frontline role is an Incoming Quality Inspector. SLAs commonly include inspection turnaround time, NCR processing accuracy, and supplier corrective action cycle-time adherence.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-014-01-04,CAT-SC-014,CAT-SC-014,Supplier Quality Management Support,"Support supplier quality workflows including audits coordination, CAPA tracking, NCR processing, and supplier issue resolution management. The primary frontline role is a Supplier Quality Analyst. SLAs include CAPA cycle time, audit completion, and defect escape rates.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-015-01-01,CAT-SC-015,CAT-SC-015,Demand Forecasting & Supply Planning Operations,"Run demand planning and supply planning workflows including forecast consolidation, exception management, and plan publication in planning tools. Primary frontline role is a Demand Planner. Output unit is a forecast/plan cycle completed; SLAs include forecast accuracy, plan timeliness, and exception closure rate.",Async,T&M,Hour,Supply Planner,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-015-01-02,CAT-SC-015,CAT-SC-015,Demand Planning & Forecasting Services,"Generate demand forecasts using statistical models and market inputs, manage consensus demand processes, and adjust forecasts for promotions and events. The primary frontline role is a Demand Planner. Typical unit of output is a demand forecast or planning cycle. SLAs focus on forecast accuracy (MAPE/bias), planning cycle time, and exception resolution.",Async,T&M,Hour,Supply Planner,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-015-01-03,CAT-SC-015,CAT-SC-015,Inventory Management & Reconciliation,"Monitor inventory levels, reconcile system counts against physical warehouse data, and investigate stock discrepancies. The primary frontline role is an Inventory Analyst. SLAs typically include reconciliation cycle time, inventory record accuracy, and aged inventory identification.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-015-01-04,CAT-SC-015,CAT-SC-015,Inventory Replenishment & Allocation Operations,"Execute replenishment and allocation decisions, create purchase/transfer orders, and manage stock exceptions across DCs/stores with policy controls. Primary frontline role is an Inventory Analyst. Output unit is a replenishment run or allocation batch; SLAs include stockout rate, fill rate, and cycle time.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-015-01-05,CAT-SC-015,CAT-SC-015,Supply Chain Analytics & Reporting Services,"Build and maintain supply chain dashboards, KPI reporting, and ad-hoc analysis covering logistics, inventory, procurement, and supplier performance. The primary frontline role is a Supply Chain Analyst. Typical unit of output is a dashboard or analytical report. SLAs focus on reporting cadence, data accuracy, and insight delivery turnaround.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-015-01-06,CAT-SC-015,CAT-SC-015,Supply Chain Network Cost Modeling Advisory,"Build and refresh supply chain network cost models (transport, warehousing, tariffs, service levels) and run scenarios to support footprint and sourcing decisions. Primary frontline role is a Supply Chain Analyst. Output unit is a scenario model run or recommendation pack; SLAs include model refresh cadence, assumptions governance, and stakeholder delivery timelines.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-015-01-07,CAT-SC-015,CAT-SC-015,Supply Chain Spend Analytics & Cost Reduction Advisory,"Provide financial and analytics support for supply chain cost reduction initiatives including spend baselining, should-cost modeling, and business case development. The primary frontline role is a Supply Chain Analyst. SLAs include analysis turnaround time, accuracy, and stakeholder acceptance.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-016-01-01,CAT-SC-016,CAT-SC-016,Network Operations Center (NOC) Support,"Monitor network infrastructure, detect and triage alarms, coordinate incident response, and manage trouble tickets for network faults and outages. The primary frontline role is a NOC Analyst. Typical unit of output is a monitored/resolved network event. SLAs focus on mean time to detect, mean time to restore, and alarm handling accuracy.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-016-01-02,CAT-SC-016,CAT-SC-016,Telecom Service Provisioning & Activation,"Process service orders for telecom products (mobile, broadband, enterprise circuits), manage provisioning workflows, and coordinate network activation. The primary frontline role is a Provisioning Specialist. Typical unit of output is a completed service order. SLAs focus on order-to-activation time, order accuracy, and fallout rate.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-017-01-01,CAT-SC-017,CAT-SC-017,Freight Brokerage & Carrier Procurement,"Source and book carriers for shipments, negotiate spot rates, manage tenders, and track pickup/delivery commitments. Primary frontline role is a Freight Broker. Output unit is a load booked; SLAs include tender acceptance, on-time pickup/delivery, and cost-per-shipment adherence.",Async,T&M,Hour,Freight_Audit,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-017-01-02,CAT-SC-017,CAT-SC-017,Shipment Tracking & Exception Management,"Monitor shipment milestones, proactively manage exceptions (delays, damages, lost freight), and communicate status to stakeholders. Primary frontline role is a Transportation Coordinator. Output unit is a shipment monitored/exception resolved; SLAs include exception response time, resolution time, and OTIF impact.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-018-01-01,CAT-SC-018,CAT-SC-018,Reservation & Booking Operations,"Process travel and hospitality reservations, manage booking modifications/cancellations, and handle group booking coordination across GDS and property systems. The primary frontline role is a Reservations Agent. Typical unit of output is a completed booking transaction. SLAs focus on booking accuracy, modification turnaround, and service level.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-018-01-02,CAT-SC-018,CAT-SC-018,Revenue Management & Yield Optimization Support,"Support pricing and inventory optimization through demand analysis, rate loading, competitive monitoring, and yield management for hotels, airlines, or car rental. The primary frontline role is a Revenue Management Analyst. Typical unit of output is a pricing analysis or rate update. SLAs focus on rate accuracy, update turnaround, and revenue forecast accuracy.",Async,T&M,Hour,Inventory_Management,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
