vendorId,vendorName,primaryTower,secondaryTowers,hqCountry,ownership,revenueUsd,employeeCount,deliveryCenterCount,deliveryLocations,certifications,keyClients,serviceCapabilities,competitivePosition,strengths,weaknesses,redFlags,pricingModel,financialHealthScore,batch
VND-1469,Spanner,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,,,,,,,
VND-1470,Sparkfund,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1471,Spectrum Labs,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1472,Sperber Landscape,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Leader Leader Leader Challenger Major Player,"Unclear - appears to be specialized landscaping vendor, limited FR-D relevance",Cannot determine,Cannot determine,,Unknown,FR-D
VND-1473,Sperber Landscape Companies,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Major Contender,,,,,,
VND-1474,Sphera,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Major Player,,,,,,
VND-1475,Splunk,IT,,US,Public (Cisco owned),$4.22B,8000,20+,NA/EMEA/APAC/LATAM,ISO 27001;SOC 2;FedRAMP;PCI-DSS,Global 500 companies; healthcare; financial services; government; tech,IT,Leader in observability and security (now Cisco Security revenue driver - 117% YoY growth),Legacy product mix transition; performance degradation; customer concentration; acquisition integration,Cisco acquisition integration risk; security incident impact; legacy code complexity; pricing model changes,Per-instance/consumption-based SaaS; usage-based cloud pricing,A - Strong cash flow and growth momentum post-Cisco,,IT-B
VND-1476,Spot AI,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1477,SpotDraft,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,High Performer,,,,,,
VND-1478,Spring Health,HR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,HR,Star Performer,,,,,,
VND-1479,Stable,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1480,Stacked,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1481,Stacked Commerce,SC,,USA,Private,,,Multiple,US,"ISO 27001, SOC 2",DTC brands; Amazon sellers; CPG,SC,DTC-Focused Fulfillment Provider,DTC-focused; Fulfillment + marketing strategy; Cost-effective for e-commerce,E-commerce focus limited; Limited B2B capability; Limited scale,Niche focus,Transaction-based (per order),B,SC-C
VND-1482,Staffing 360,HR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,HR,Major Contender,,,,,,
VND-1483,StanzaGo,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-1484,Star,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Leader Leader Leader Major Player Major Player,,,No data,,,FR-E
VND-1485,Stateside,PS,,United States,Privately Held,$12.7M,84,1,"North America (Arlington, VA headquarters; multi-state presence)",,"State and local government clients, Fortune 500 companies, trade associations, 250+ identified nonprofit clients",PS,Niche leader in state/local government affairs,Specialized expertise in 50-state government relations; 35+ years established reputation; high-touch personalized service; trusted relationships,Very small scale; limited global presence; single service line dependency; minimal employee base constrains growth,Small size limits growth potential; client concentration in US government affairs only; no digital products; limited geographic expansion beyond US,Custom consulting fees,B,PS-E
VND-1486,Statsig,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1487,Steam Logistics,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1488,Steelcase (Services),FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Major Player,,,,,,
VND-1489,Stepes,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-1490,Sterling Check,HR,,USA,Public (First Advantage),"$596,800,000",5240,Multiple,NA/EMEA,,100000s of employers,HR,Background Check Leader,Leading background screening; Identity services; Global scale; Market breadth,Background-screening focused; Not an HR platform; Limited HR functionality; Single-service,Customer complaints about efficiency; Fraud concerns in reports; Limited HR integration; Niche risk,Per check; Volume-based,B,HR
VND-1491,StoneTurn,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,Leader,,,,,,
VND-1492,Strain Electric,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,,,,,,,
VND-1493,Strategy&,PS,,USA,Subsidiary of PwC (Public),,2500,70+,Globally,,Fortune 500 companies,PS,Top-tier strategy consulting,"Deep PwC integration, 70+ offices, industry expertise, part of Big Four network","Subsidiary role limits independence, integration with larger organization",None identified,FTE/Project/Outcome,A,PS-B
VND-1494,Stratosphere Quality,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1495,Streamline EMS,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1496,Stripe,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,Major Contender,,,,,,
VND-1497,Studio Dumbar,PS,,Netherlands,Subsidiary of Dept (Acquired 2016),$5.9M,39,2,Europe (Netherlands/Rotterdam primary; Amsterdam through Dept),Unknown - likely inherits Dept certifications (ISO 27001/SOC 2),"Google, MTV, PostNL, Adidas, Van Gogh Museum, diverse cultural/nonprofit clients",PS,Boutique design specialist; award-winning in visual identity/motion,"Award-winning design credentials (Red Dot, D&AD Gold, European Design Awards); strong in motion/visual branding; part of larger Dept network",Very small revenue base; limited employee scale constrains project capacity; brand identity primarily regional (Benelux/Europe); potential integration with Dept may dilute specialization,Potential overreliance on parent company Dept for growth/support; possible brand dilution from 2016 acquisition; limited public visibility of recent work,Project-based/Retainer,C,PS-E
VND-1498,Studio Koto,PS,,United Kingdom,Public or PE-backed,<$5M,51-200,5,"Europe & North America (London HQ; Berlin, Los Angeles, New York, Sydney)",Unknown - likely ISO 27001/SOC 2 at minimum,"Uber Eats, PayPal, Netflix, Discord, Fanta, Peloton, Huntington Bank, Yellowpop, Washington Post",PS,Growing boutique brand/digital agency,Multi-office global presence (5 locations); diverse blue-chip client roster; strong design credentials; strategic growth trajectory; motion/digital expertise,Lowest revenue tier among peers; limited employee base; young company (founded 2014) with less institutional depth; publicly listed complicates structure,Minimal revenue base raises sustainability questions; public status may create growth/stakeholder pressures; execution risk on global expansion; talent retention critical,Project/Retainer,B,PS-E
VND-1499,StudioRed,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,,,,,,,
VND-1500,Subscription Box Pros,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1501,Suddath,FR,,USA,Private,450000000,2300,,NEEDS_RESEARCH,Relocation/Moving,Corporate Relocation;Logistics,FR,Relocation Provider,History;Global Reach,Legacy Business;Cyclic Demand,Industry consolidation risk,Relocation Services,B,FR-A
VND-1502,Suez (Veolia),FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Major Player,,,,,,
VND-1503,Summit HSIH,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1504,SunTec.AI,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1505,Sunstates Security,FR,,USA,Private,,7500,Multiple,NA/USA,State Security Licenses,Fortune 500/Municipalities/SMBs,FR,Growing Leader,High client/employee retention; Double-digit growth; Local expertise,Security-only service; Regional consolidation needed,,FTE-based,B,FR-E
VND-1506,Suntronic Inc,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1507,SuperAnnotate,AI,,United States,Private,"$45,500,000 (higher estimate; ZoomInfo $9.5M suggests lower actual revenue)",93 employees,6+,"NA, EMEA, APAC, LATAM","ISO 27001, SOC 2 (likely)",Computer vision firms; ML teams; Fortune companies; Academic institutions; Healthcare/Autonomous vehicles,AI,Data annotation platform for vision/ML; $73.7M total funding; Series B-II Jan 2025,Automated annotation features; SAM (Segment Anything) integration; Multi-modal capabilities; Enterprise features; Cloud-agnostic,Revenue estimates vary significantly ($9.5M-$45M discrepancy suggests measurement issues); Limited market awareness; Crowded segment,Funding plateau since 2022 suggests growth challenges; Venture market saturation for annotation tools; Competitive pressure from Scale AI/Labelbox,Subscription SaaS (seat-based); Usage/data volume; Marketplace labelers (crowd); Professional services,B,AI
VND-1508,SuperbAI,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1509,Superlegal,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,,,,,,,
VND-1510,Surge AI,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1511,Swagger/OpenAPI Community,IT,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,IT,Cool Vendor,,,,,,
VND-1512,SweetRush,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-1513,Swiss Post,FR,,Switzerland,Public,,,Multiple,EMEA/Global,Standard Logistics Certs,Corporate/Healthcare/Government,FR,Established Provider,Extensive logistics network; Healthcare logistics expertise; Construction solutions,Limited FM focus; Regional concentration,,Project/Service-based,B,FR-E
VND-1514,Swiss Post Solutions,FR,,Switzerland,Subsidiary,625000000,,Europe,Europe,Document Processing;FM,Corporate;Government;Swiss Enterprise,FR,Regional Solutions Provider,Swiss Post Integration;Logistics,Regional Concentration,,Services/Processing,B,FR-A
VND-1515,SyBridge Tech,MO,,USA,PE-backed,300000000,1200,17,NA/EMEA/APAC,ISO 9001; ISO 13485,Automotive; Medical; Packaging,MO,Mid-market tooling/molding,Global network; Additive capabilities,Integration complexity; Competitive pricing,PE leverage; Cyclical demand,Project,B,MO
VND-1516,Synapse,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,Leader,,,,,,
VND-1517,Syndigo,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1518,Syneos Health,CL,,United States,Public,"$6,100,000,000",29000,60,60+ locations (NA/EMEA/APAC/LATAM),"ISO 27001, SOC 2 Type II, HIPAA",Top 50 pharma; Biotech companies,CL,Leader,Full-service CRO; Commercial solutions integration; Decentralized trials; Patient-centric model,Market consolidation pressure; Pricing competition; Integration complexity,None significant,FTE-based; Project-based; Hybrid models,A,SPEC
VND-1519,Syneos Health Communications,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,,,,,,,
VND-1520,Syneos Health/PRA,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,Major Contender,,,,,,
VND-1521,Synthesis AI,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1522,Synthetaic,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1523,Syntho,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1524,System Scale,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1525,Systems,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Leader Leader Leader Leader Leader,,,No data,,,FR-E
VND-1526,TCS (Tata),EN,,India,Public,$30B+,607979,180+ centers,Global,ISO 27001; SOC 2; Unknown,Global utilities; large enterprises,EN,Top-tier IT services firm,Scale; utilities domain depth; global footprint,Bureaucracy risk; India-centric delivery,Workforce optimization/reductions,FTE; T\&M; fixed-price; outcome-based,A,EN-A
VND-1527,TELUS International,AI,COP,Canada,Public,2658000000,78879,6,"NA, EMEA, APAC, LATAM","ISO 27001, SOC 2, HIPAA, PCI-DSS","Salesforce, Microsoft, Google, Amazon, Apple",AI,Leader in AI data annotation and crowdsourcing,Large global workforce; established customer base; AI data solutions,Recent spinoff divestment;  TELUS Digital losses; high leverage in parent,Acquisition by parent company pending,$34,B,AI
VND-1528,TFS HealthScience,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,,,,,,,
VND-1529,TMRW,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,,,,,,,
VND-1530,TMW,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Leader,,,,,,
VND-1531,Teleperformance (TP),COP,,France,Public,"$11,200,000,000",300000,100,100+ countries (NA/EMEA/APAC/LATAM),"ISO 27001, SOC 2 Type II, HIPAA, GDPR, Industry-specific",Fortune 500; Tech; Healthcare; Insurance; Government,COP,Leader,Massive global scale; Integrated CX services; AI capabilities; 55+ language support; 24/7 operations,Pricing pressure; Quality variability by geography; Labor cost pressure,Majorel acquisition integration ongoing; Geopolitical risks; Wage inflation,FTE-based; Per-transaction; Outcome-based; SaaS,A,SPEC
VND-1532,TRC Companies,EN,,USA,Private,$1.1-1.5B,6754-8000,140+,Global,ISO 27001; Unknown,US utilities; infrastructure owners,EN,Power/T\&D consulting leader,Strong rankings; 50+ years; broad footprint,Integration risk; project-cycle exposure,Pending WSP acquisition,Consulting FTE; project-based,B,EN-A
VND-1533,TRICERA Energy,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,,,,,,,
VND-1534,TTM Technologies,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1535,TVU Networks,ME,,United States,Unknown (likely private/PE),,,10+,NA/EMEA/APAC/LATAM,Emmy Award (Technology & Engineering 2020),"NBC, CNN, BBC, ESPN, FOX News, Reuters, RTVE, CCTV, 1200+ broadcast stations",ME,Market Leader (Live Video Transmission),Emmy Award winner; patented IS+ technology; 20+ year market dominance; 4000+ media org customers; 0.3sec latency; 4K/5G capability,Opaque financials; IP infrastructure dependency; technical integration complexity; limited market data,Market dominance may face cloud competition; unclear monetization; IP transmission dependency risk,Transaction/FTE/Outcome,B,ME-B
VND-1536,Take4D,ME,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,ME,Star Performer,,,,,,
VND-1537,Taktiq,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1538,Talkdesk,IT,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,IT,Emerging,,,,,,
VND-1539,Talkspace,HR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,HR,Star Performer,,,,,,
VND-1540,Tanium,IT,,United States,Private,$462-700 million (ARR),1900-2286,17,"NA, EMEA, APAC, LATAM",ISO 27001; SOC 2; FedRAMP; HIPAA,40% Fortune 100; 7 of top 10 retailers; 7 of top 10 banks; 32M endpoints,IT,Leader in endpoint management/security; Pre-IPO candidate,40% cloud growth YoY; 10%+ FCF margins; Zero-trust security leader,Potential IPO challenges (2024/2025); Talent departures reported; Intune/BigFix competition,IPO delays; Organizational flux; Competitive threat from Microsoft; Late cloud transition,Per-endpoint; Subscription; Licensing,A,IT-C
VND-1541,Tata Communications,IT,,India,Public,2.6B,12000,190,Global (NA/EMEA/APAC/LATAM),ISO 27001; SOC 2; PCI-DSS; HIPAA; CSA STAR,Formula 1; Docusign; Air France-KLM,IT,Leader in Global Network Services,Massive subsea cable infrastructure; Emerging markets dominance,Profit margins squeezed by capex; Customer service consistency issues in some regions,Subsea cable damages (Red Sea 2024/25) impacting traffic,Pay-per-use; Contract; Bandwidth-tiered,B+,IT-D
VND-1542,Tata Tech,MO,,India,Public,600300000,12500,40,APAC/EMEA/NA,ISO 9001; ISO 27001,Tata Motors; JLR; OEMs,MO,Eng. services specialist,Engineering depth; Cost efficiency,Auto R&D cyclicality; Geographic concentration,Recent demand softness,FTE/Project,B,MO
VND-1543,Tata Technologies,PS,,India,Subsidiary of Tata Motors (Conglomerate) - Partially Public since 2023,$600.3M,11921-12600,20,"Global: North America (Detroit HQ), Europe, APAC (Pune HQ), India, Japan, Germany, Sweden",Unknown - likely ISO 27001 given enterprise clients; no specific HIPAA/SOC 2/FedRAMP confirmation,"Tata Motors (40% revenue), Jaguar Land Rover, Airbus, Boeing, John Deere (top 5 = 73% revenue)",PS,Market leader in automotive engineering services; significant APAC presence,Deep automotive/aerospace domain expertise; large global employee base; publicly traded (NSE) for credibility; established engineering excellence; strong parent company backing,Extreme customer concentration (40% from Tata Motors alone; 73% from top 5); India-centric heritage; exposure to automotive industry downturns; public markets pressure may conflict with long-term engineering focus,Critical customer concentration risk (Tata Motors); declining profit margins (profit down 2% recent quarter); vulnerable to EV transition and industry disruption; parent company financial health impacts subsidiary,FTE/Project-based Engineering Services,C,PS-E
